entry_id,lipid_system,lipid_components,composition,property,value,unit,uncertainty,temperature_C,phase,hydration,type,method,force_field,source_doi,source_citation,source_locator,extraction_confidence,notes,date_added
1673,POPE,POPE,single,thickness_DB,42.39,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.2578069,NMRlipidsDatabank_ID561,NMRlipids BilayerData sim ID 561,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
1674,POPE,POPE,single,order_param_SCD_plateau,0.2469,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.2578069,NMRlipidsDatabank_ID561,NMRlipids BilayerData sim ID 561,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C5_M); component=POPE; FF_raw='Slipids'.",2026-07-01
1675,POPE,POPE,single,order_param_SCD_plateau,0.2169,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.2578069,NMRlipidsDatabank_ID561,NMRlipids BilayerData sim ID 561,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPE; FF_raw='Slipids'.",2026-07-01
1676,DOPC:CHOL (8:5),DOPC:CHOL,8:5,area_per_lipid,50.96,A^2,0.018,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID653,NMRlipids BilayerData sim ID 653,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1677,DOPC:CHOL (8:5),DOPC:CHOL,8:5,thickness_DB,44.49,A,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID653,NMRlipids BilayerData sim ID 653,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1678,DOPC:CHOL (8:5),DOPC,8:5,order_param_SCD_plateau,0.261,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID653,NMRlipids BilayerData sim ID 653,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=DOPC; FF_raw='CHARMM36'.",2026-07-01
1679,DOPC:CHOL (8:5),DOPC,8:5,order_param_SCD_plateau,0.2651,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID653,NMRlipids BilayerData sim ID 653,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPC; FF_raw='CHARMM36'.",2026-07-01
1680,POPC,POPC,single,area_per_lipid,76.34,A^2,0.028,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.15002801,NMRlipidsDatabank_ID833,NMRlipids BilayerData sim ID 833,high,NMRlipids Databank; FF_raw='FF-development'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1681,POPC,POPC,single,thickness_DB,36.31,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.15002801,NMRlipidsDatabank_ID833,NMRlipids BilayerData sim ID 833,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='FF-development'. Def: total-density-based head-head thickness.",2026-07-01
1682,POPC,POPC,single,order_param_SCD_plateau,0.1927,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.15002801,NMRlipidsDatabank_ID833,NMRlipids BilayerData sim ID 833,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C5_M); component=POPC; FF_raw='FF-development'.",2026-07-01
1683,POPC,POPC,single,order_param_SCD_plateau,0.112,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,other,10.5281/zenodo.15002801,NMRlipidsDatabank_ID833,NMRlipids BilayerData sim ID 833,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=POPC; FF_raw='FF-development'.",2026-07-01
1684,POPC,POPC,single,area_per_lipid,62.0,A^2,0.005,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.10908936,NMRlipidsDatabank_ID798,NMRlipids BilayerData sim ID 798,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1685,POPC,POPC,single,thickness_DB,43.72,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.10908936,NMRlipidsDatabank_ID798,NMRlipids BilayerData sim ID 798,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1686,POPC,POPC,single,order_param_SCD_plateau,0.2321,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.10908936,NMRlipidsDatabank_ID798,NMRlipids BilayerData sim ID 798,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1687,POPC,POPC,single,order_param_SCD_plateau,0.2222,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.10908936,NMRlipidsDatabank_ID798,NMRlipids BilayerData sim ID 798,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1688,POPC,POPC,single,area_per_lipid,64.48,A^2,0.012,76.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID557,NMRlipids BilayerData sim ID 557,high,NMRlipids Databank; FF_raw='Slipids with ECC-scaled ions (Kohagen)'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1689,POPC,POPC,single,thickness_DB,42.54,A,,76.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID557,NMRlipids BilayerData sim ID 557,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids with ECC-scaled ions (Kohagen)'. Def: total-density-based head-head thickness.",2026-07-01
1690,POPC,POPC,single,order_param_SCD_plateau,0.2178,dimensionless,,76.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID557,NMRlipids BilayerData sim ID 557,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
1691,POPC,POPC,single,order_param_SCD_plateau,0.1944,dimensionless,,76.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID557,NMRlipids BilayerData sim ID 557,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
1692,POPC,POPC,single,area_per_lipid,62.78,A^2,0.01,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID527,NMRlipids BilayerData sim ID 527,high,NMRlipids Databank; FF_raw='ECC-lipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1693,POPC,POPC,single,thickness_DB,41.68,A,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID527,NMRlipids BilayerData sim ID 527,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='ECC-lipids'. Def: total-density-based head-head thickness.",2026-07-01
1694,POPC,POPC,single,order_param_SCD_plateau,0.225,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID527,NMRlipids BilayerData sim ID 527,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
1695,POPC,POPC,single,order_param_SCD_plateau,0.225,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID527,NMRlipids BilayerData sim ID 527,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
1696,POPC:CHOL (8:5),POPC:CHOL,8:5,area_per_lipid,45.35,A^2,0.028,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6992065,NMRlipidsDatabank_ID688,NMRlipids BilayerData sim ID 688,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1697,POPC:CHOL (8:5),POPC:CHOL,8:5,thickness_DB,46.84,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6992065,NMRlipidsDatabank_ID688,NMRlipids BilayerData sim ID 688,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
1698,POPC:CHOL (8:5),POPC,8:5,order_param_SCD_plateau,0.3554,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6992065,NMRlipidsDatabank_ID688,NMRlipids BilayerData sim ID 688,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='Lipid17'.",2026-07-01
1699,POPC:CHOL (8:5),POPC,8:5,order_param_SCD_plateau,0.3092,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.6992065,NMRlipidsDatabank_ID688,NMRlipids BilayerData sim ID 688,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Lipid17'.",2026-07-01
1700,POPG,POPG,single,area_per_lipid,65.63,A^2,0.016,24.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.546133,NMRlipidsDatabank_ID207,NMRlipids BilayerData sim ID 207,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1701,POPG,POPG,single,thickness_DB,38.4,A,,24.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.546133,NMRlipidsDatabank_ID207,NMRlipids BilayerData sim ID 207,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
1702,POPG,POPG,single,order_param_SCD_plateau,0.2207,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.546133,NMRlipidsDatabank_ID207,NMRlipids BilayerData sim ID 207,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPG; FF_raw='Slipids'.",2026-07-01
1703,POPG,POPG,single,order_param_SCD_plateau,0.1969,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.546133,NMRlipidsDatabank_ID207,NMRlipids BilayerData sim ID 207,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=POPG; FF_raw='Slipids'.",2026-07-01
1704,CHOL:POPC (1:4),CHOL:POPC,1:4,area_per_lipid,52.95,A^2,0.012,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3237420,NMRlipidsDatabank_ID291,NMRlipids BilayerData sim ID 291,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1705,CHOL:POPC (1:4),CHOL:POPC,1:4,thickness_DB,46.05,A,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3237420,NMRlipidsDatabank_ID291,NMRlipids BilayerData sim ID 291,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1706,CHOL:POPC (1:4),POPC,1:4,order_param_SCD_plateau,0.2852,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3237420,NMRlipidsDatabank_ID291,NMRlipids BilayerData sim ID 291,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1707,CHOL:POPC (1:4),POPC,1:4,order_param_SCD_plateau,0.2659,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3237420,NMRlipidsDatabank_ID291,NMRlipids BilayerData sim ID 291,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1708,DMPC,DMPC,single,area_per_lipid,63.82,A^2,0.017,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943413,NMRlipidsDatabank_ID356,NMRlipids BilayerData sim ID 356,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1709,DMPC,DMPC,single,thickness_DB,38.32,A,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943413,NMRlipidsDatabank_ID356,NMRlipids BilayerData sim ID 356,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1710,DMPC,DMPC,single,order_param_SCD_plateau,0.2201,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943413,NMRlipidsDatabank_ID356,NMRlipids BilayerData sim ID 356,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DMPC; FF_raw='CHARMM36'.",2026-07-01
1711,DMPC,DMPC,single,order_param_SCD_plateau,0.2111,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943413,NMRlipidsDatabank_ID356,NMRlipids BilayerData sim ID 356,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DMPC; FF_raw='CHARMM36'.",2026-07-01
1712,DOPE,DOPE,single,area_per_lipid,53.11,A^2,0.01,-2.15,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1293928,NMRlipidsDatabank_ID77,NMRlipids BilayerData sim ID 77,high,NMRlipids Databank; FF_raw='Berger-DOPE-2004'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1713,DOPE,DOPE,single,thickness_DB,47.35,A,,-2.15,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1293928,NMRlipidsDatabank_ID77,NMRlipids BilayerData sim ID 77,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Berger-DOPE-2004'. Def: total-density-based head-head thickness.",2026-07-01
1714,DOPE,DOPE,single,order_param_SCD_plateau,0.2915,dimensionless,,-2.15,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1293928,NMRlipidsDatabank_ID77,NMRlipids BilayerData sim ID 77,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=DOPE; FF_raw='Berger-DOPE-2004'.",2026-07-01
1715,DOPE,DOPE,single,order_param_SCD_plateau,0.2829,dimensionless,,-2.15,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1293928,NMRlipidsDatabank_ID77,NMRlipids BilayerData sim ID 77,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=DOPE; FF_raw='Berger-DOPE-2004'.",2026-07-01
1716,POPC,POPC,single,area_per_lipid,64.93,A^2,0.027,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID158,NMRlipids BilayerData sim ID 158,high,"NMRlipids Databank; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'; time-averaged APL (total area/lipids). software=gromacs.",2026-07-01
1717,POPC,POPC,single,thickness_DB,42.38,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID158,NMRlipids BilayerData sim ID 158,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'. Def: total-density-based head-head thickness.",2026-07-01
1718,POPC,POPC,single,order_param_SCD_plateau,0.2202,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID158,NMRlipids BilayerData sim ID 158,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'.",2026-07-01
1719,POPC,POPC,single,order_param_SCD_plateau,0.2081,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1009607,NMRlipidsDatabank_ID158,NMRlipids BilayerData sim ID 158,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36 (center of mass removed independently for upper leaflet, lower leaflet and water+ions)'.",2026-07-01
1720,DOPS,DOPS,single,area_per_lipid,65.19,A^2,0.027,29.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1129429,NMRlipidsDatabank_ID232,NMRlipids BilayerData sim ID 232,high,"NMRlipids Databank; FF_raw='GROMOS-CKP, Berger/Chiu NH3 charges and PME'; time-averaged APL (total area/lipids). software=gromacs.",2026-07-01
1721,DOPS,DOPS,single,thickness_DB,42.09,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1129429,NMRlipidsDatabank_ID232,NMRlipids BilayerData sim ID 232,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='GROMOS-CKP, Berger/Chiu NH3 charges and PME'. Def: total-density-based head-head thickness.",2026-07-01
1722,DOPS,DOPS,single,order_param_SCD_plateau,0.2251,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1129429,NMRlipidsDatabank_ID232,NMRlipids BilayerData sim ID 232,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=DOPS; FF_raw='GROMOS-CKP, Berger/Chiu NH3 charges and PME'.",2026-07-01
1723,DOPS,DOPS,single,order_param_SCD_plateau,0.2161,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1129429,NMRlipidsDatabank_ID232,NMRlipids BilayerData sim ID 232,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=DOPS; FF_raw='GROMOS-CKP, Berger/Chiu NH3 charges and PME'.",2026-07-01
1724,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPG:DLIPA:SAPC:POPE,4:4:9:7,area_per_lipid,66.22,A^2,0.005,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1725,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPG:DLIPA:SAPC:POPE,4:4:9:7,thickness_DB,40.48,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1726,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPG,4:4:9:7,order_param_SCD_plateau,0.2071,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DLIPG; FF_raw='CHARMM36'.",2026-07-01
1727,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPG,4:4:9:7,order_param_SCD_plateau,0.203,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DLIPG; FF_raw='CHARMM36'.",2026-07-01
1728,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPA,4:4:9:7,order_param_SCD_plateau,0.2209,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DLIPA; FF_raw='CHARMM36'.",2026-07-01
1729,DLIPG:DLIPA:SAPC:POPE (4:4:9:7),DLIPA,4:4:9:7,order_param_SCD_plateau,0.208,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.16813252,NMRlipidsDatabank_ID840,NMRlipids BilayerData sim ID 840,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DLIPA; FF_raw='CHARMM36'.",2026-07-01
